-2.419805580063243866e+00,1.007234806143405104e+00
2.381486264685319654e-01,2.862481337331665543e+00
1.804043712029581137e+00,6.239285751116932843e+00
2.013451319914210558e+00,5.859594907483265835e+00
-1.036884702496560395e+00,5.385267070789706567e-01
-1.679862738188972138e+00,1.376836552408218228e-01
1.207305391398271865e+00,2.905074976975407619e+00
6.684267452879888438e-01,3.997854754148473688e+00
-2.989627835849176130e+00,2.505798519470420427e+00
1.141321280850471354e-02,4.096340915715819264e-01
-2.163751303478106625e+00,2.112769158478617904e+00
8.968240401480924717e-01,3.756268161821938012e+00
-3.144601906889090692e-01,1.709492844571749437e+00
1.876452786483282509e+00,6.765536989035597415e+00
-2.659513566536179319e+00,3.171313546378448311e+00
-2.102898558516068661e-01,-2.664728967061511522e-01
2.853880755823265503e+00,1.128971079902753161e+01
-2.155760918592817710e+00,2.917950405661165370e+00
2.219936293995559140e+00,5.979563260999986696e+00
2.140682983332550471e+00,6.497756075849186352e+00
2.696936679641562584e+00,8.922105817346350776e+00
7.596994193438764142e-01,5.746552142794048024e+00
1.070918465189045321e+00,3.696577517670129431e+00
-1.997749038924187204e+00,1.830362383671382043e+00
-1.583177520481938494e+00,1.601068951009720687e+00
-2.044041447692416913e+00,2.295496179004836712e+00
-5.154037916393829910e-01,1.500610282954560670e+00
-1.434676420629972027e+00,2.260670650546781513e+00
5.764447066791982266e-01,9.005385569944719393e-01
-5.368731354771112407e-01,1.081712193724723381e+00
1.296192453218916185e-01,2.778682088519684790e+00
7.884197669704331446e-01,2.693167063213150136e+00
1.899040794744831118e+00,6.099083983386723418e+00
1.541063283818138174e+00,5.658531200215129786e+00
5.142031559946089736e-01,3.155849978505230524e+00
1.598511261022473207e+00,5.565149984989172793e+00
-2.268194404878949300e-01,1.727072753848929887e+00
4.025331674992194131e-01,-3.710107941012097399e-02
-5.143724040196837599e-01,2.470751992032663047e+00
-7.720510761764578511e-01,2.719176823521972430e+00
-1.282001874413064124e+00,3.565579193990114248e+00
7.494745647088114637e-01,4.631990140884089335e+00
1.346026877450596793e-01,2.253885246112163898e-02
6.662436984428916631e-01,1.740338632292057541e+00
-1.329886276308390292e+00,1.675097014197035827e+00
9.623104009244611845e-01,3.521614956361255100e+00
2.967479165209512715e+00,9.511083815164342425e+00
2.562488626149962201e+00,8.710316128678034175e+00
2.847384573648494843e+00,1.074498942037104143e+01
1.205626831744901040e+00,4.293761140567020185e+00
-2.656792525912726965e+00,2.548789610466524636e+00
-3.854554998153769674e-02,7.278827397193912141e-01
2.019418334755755495e+00,5.479191036034364970e+00
-4.293344055219865396e-01,2.440398626951544969e+00
-9.802181275613595091e-01,1.885337377483541133e+00
-1.756222441589660344e+00,1.514713625763254079e+00
2.536096216581273488e+00,8.040406179380219953e+00
-2.273743284074901894e+00,1.171583901301106234e+00
-2.414777910170308850e+00,1.489228644013829816e+00
5.559724809971968718e-01,2.628237177561596916e+00
-2.689950903794426473e+00,3.482222621132841311e+00
-1.734634121253719741e-02,3.473726010408884068e+00
-9.989811203448972776e-02,3.003227644628388315e+00
1.858967126710156847e+00,5.219758172996177947e+00
2.914798570211514672e+00,9.283196507497308403e+00
-2.187591454549325132e+00,3.081293155968062969e+00
-2.565844441400588316e+00,1.566618950755000128e+00
-1.749465857740943875e+00,2.355349316212569377e+00
-1.263624746106308150e+00,9.380875169086688725e-01
-2.029210022838190408e+00,9.792722812720979775e-01
1.285926569902219541e+00,5.205971583886899623e+00
1.109861876295099137e+00,5.304922854009136657e+00
2.627919012073162364e+00,7.602134909095897619e+00
1.656291932630487906e+00,5.848456728130195792e+00
-2.702544605893139273e+00,2.081343401422146577e+00
1.481656988360660065e+00,4.191612464452119546e+00
2.403360414045550897e+00,9.220765924436530980e+00
-1.170458830562603136e+00,2.530917974085907574e+00
1.916993628052391152e+00,5.846527880626080531e+00
7.659238002686628022e-01,3.742080391078097090e+00
2.777904981140450147e+00,8.400214471648158820e+00
-2.379534995022403621e+00,4.299770661852078568e+00
6.304353478130799715e-01,1.969419804547001274e+00
-1.759246353292429843e+00,1.861693466864184021e+00
-1.745742867698218070e+00,2.676184736478695481e+00
2.509570427172380214e+00,6.603521444091317250e+00
-1.936881017622278378e-01,2.473887628656864734e+00
8.787790036807354710e-01,3.036791731608877498e+00
1.525482066319687746e-01,1.290269092656239014e+00
-1.034164066669955861e+00,1.390544269925761522e+00
2.371385924772540399e+00,8.723415798228069562e+00
7.863614947701869085e-01,2.423684177531550521e+00
1.829854678185066419e+00,4.649426760629462585e+00
-1.974324034397421324e+00,3.314099218702684979e+00
-1.742533557291141122e+00,2.240094354530972609e+00
-2.606020467280006248e+00,3.489655846639649006e+00
1.721438571082214430e+00,3.752635611687560324e+00
2.144125332521353400e+00,5.611439295909104175e+00
1.500496903117442216e+00,5.598257325455987754e+00
1.528995840763226255e+00,4.769951663713034584e+00
